AggressionTestID,ID,ColourID,ID_Series,SiteID,NestID,Year2,Year,Sex,NestStage,RawMinDis,MinDis,Date,TravelMode,NestApproach,Observer,NestVisibleDistance,NumberAdultsPresent,NumberOfEggs,NumberOfChicks,ClutchSize,JulianLay,JulianHatch,LayDate,HatchDate,NumberHatched,Fledged,NumberFledged,JulianTestDay
300,228Female,,72Female2019,72,228,1,2019,Female,1Laying,15,585,6/11/2019,Snowmobile,Above,Erik,-99,2,0,0,3,,,,,0,0,0,162
330,228Male,,72Male2019,72,228,1,2019,Male,1Laying,15,585,6/26/2019,Snowmobile,Above,Nick,3,2,3,0,3,,,,,0,0,0,177
19,19K,19K,19KFemale2018,75,75,0,2018,Female,1Laying,15,585,6/11/2018,Snowmobile,Below,Silu,3,2,3,0,4,157,193,6/6/2018,7/12/2018,2,1,1,162
243,19K,19K,19KFemale2018,75,75,0,2018,Female,3Provisioning,15,585,8/8/2018,Quad,Above,Erik,3,2,0,1,4,157,193,6/6/2018,7/12/2018,2,1,1,220
18,92H,92H,92HMale2018,75,75,0,2018,Male,1Laying,15,585,6/11/2018,Snowmobile,Below,Kevin,3,2,3,0,4,157,193,6/6/2018,7/12/2018,2,1,1,162
165,38A,38A,38AMale2018,77,77,0,2018,Male,3Provisioning,15,585,7/23/2018,Quad,Above,Erik,1,2,0,3,3,166,198,6/15/2018,7/17/2018,3,1,1,204
204,38A,38A,38AMale2018,77,77,0,2018,Male,3Provisioning,15,585,8/3/2018,Quad,Above,Erik,3,2,0,2,3,166,198,6/15/2018,7/17/2018,3,1,1,215
216,47E,47E,47EFemale2018,78,78,0,2018,Female,3Provisioning,15,585,7/31/2018,Quad,Above,Erik,5,1,0,2,3,160,199,6/9/2018,7/18/2018,2,1,2,212
33,80Female,,80Female2018,80,80,0,2018,Female,1Laying,15,585,6/12/2018,Snowmobile,Below,Kevin,15,1,2,0,4,161,197,6/10/2018,7/16/2018,3,0,0,163
310,241Female,,85Female2019,85,241,1,2019,Female,1Laying,15,585,6/18/2019,Quad,Above,Nick,2,2,2,0,2,,,,,0,0,0,169
360,251Female,,95Female2019,95,251,1,2019,Female,2Incubating,15,585,7/8/2019,Quad,Side,Rebekah,3,2,3,0,3,,200,,7/19/2019,3,0,0,189
31,97Female,,97Female2018,97,97,0,2018,Female,1Laying,15,585,6/12/2018,Snowmobile,Below,Kevin,1,2,2,0,4,161,196,6/10/2018,7/15/2018,3,1,2,163
153,97Female,,97Female2018,97,97,0,2018,Female,3Provisioning,15,585,7/19/2018,Boat,Below,Erik,1,2,0,3,4,161,196,6/10/2018,7/15/2018,3,1,2,200
235,97Female,,97Female2018,97,97,0,2018,Female,3Provisioning,15,585,8/10/2018,Boat,Below,Erik,2,1,0,2,4,161,196,6/10/2018,7/15/2018,3,1,2,222
162,98Male,,98Male2018,98,98,0,2018,Male,2Incubating,15,585,7/20/2018,Quad,Above,Silu,3,2,0,3,3,,,,,,0,0,201
341,318Male,,161Male2019,161,318,1,2019,Male,1Laying,15,585,6/26/2019,Snowmobile,Below,Nick,2,2,3,0,3,,,,,,0,0,177
362,231Female,,75Female2019,75,231,1,2019,Female,2Incubating,17,583,7/10/2019,Quad,Below,Erik,3,More than 2,4,0,4,,196,,7/15/2019,4,0,0,191
28,156Male,,16Male2018,16,156,0,2018,Male,1Laying,20,580,6/12/2018,Snowmobile,Below,Kevin,5,2,1,0,1,163,,6/12/2018,,,0,,163
72,43A,43A,43AMale2018,18,18,0,2018,Male,2Incubating,20,580,6/26/2018,Quad,Above,Kevin,5,2,4,0,4,159,195,6/8/2018,7/14/2018,4,1,3,177
126,43A,43A,43AMale2018,18,18,0,2018,Male,2Incubating,20,580,7/12/2018,Quad,Above,Erik,3,2,4,0,4,159,195,6/8/2018,7/14/2018,4,1,3,193
412,179Female,,23Female2019,23,179,1,2019,Female,3Provisioning,20,580,7/22/2019,Boat,Below,Rebekah,20,1,0,0,3,161,195,6/10/2019,7/14/2019,2,0,0,203
34,41H,41H,41HMale2018,29,29,0,2018,Male,1Laying,20,580,6/12/2018,Snowmobile,Below,Kevin,1,2,3,0,4,158,194,6/7/2018,7/13/2018,4,0,0,163
376,15C,15C,15CMale2019,33,189,1,2019,Male,2Incubating,20,580,7/14/2019,Quad,Below,Erik,2,2,2,0,4,,,,,0,0,0,195
436,24K,24K,24KFemale2019,39,195,1,2019,Female,3Provisioning,20,580,7/26/2019,Boat,Above,Erik,5,2,0,4,4,160,196,6/9/2019,7/15/2019,4,1,1,207
21,91C,91C,91CFemale2018,40,40,0,2018,Female,1Laying,20,580,6/11/2018,Snowmobile,Below,Kevin,5,2,1,0,4,161,200,6/10/2019,7/19/2018,3,1,1,162
62,47Female,,47Female2018,47,47,0,2018,Female,2Incubating,20,580,6/22/2018,Quad,Above,Silu,3,1,3,0,3,,203,,7/22/2018,3,0,0,173
120,47Female,,47Female2018,47,47,0,2018,Female,2Incubating,20,580,7/14/2018,Quad,Above,Silu,2,2,3,0,3,,203,,7/22/2018,3,0,0,195
178,47Female,,47Female2018,47,47,0,2018,Female,3Provisioning,20,580,7/25/2018,Quad,Above,Erik,2,2,0,3,3,,203,,7/22/2018,3,0,0,206
106,32K,32K,32KFemale2018,51,51,0,2018,Female,2Incubating,20,580,7/8/2018,Quad,Above,Erik,50,0,4,0,4,,197,,7/16/2018,3,1,1,189
43,53Female,,53Female2018,53,53,0,2018,Female,1Laying,20,580,6/13/2018,Snowmobile,Below,Alexandre,2,2,2,0,3,162,199,6/11/2018,7/18/2018,3,0,0,164
37,45K,45K,45KFemale2018,57,57,0,2018,Female,1Laying,20,580,6/13/2018,Snowmobile,Above,Silu,5,2,2,0,3,162,198,6/11/2018,7/17/2018,2,1,2,164
355,214Male,,58Male2019,58,214,1,2019,Male,2Incubating,20,580,7/7/2019,Quad,Above,Kevin,2,More than 2,4,0,4,,199,,7/18/2019,2,0,0,188
11,59Male,,59Male2018,59,59,0,2018,Male,1Laying,20,580,6/10/2018,Snowmobile,Below,Kevin,20,2,1,0,4,,,,,,0,0,161
71,87C,87C,87CFemale2018,59,59,0,2018,Female,2Incubating,20,580,6/25/2018,Quad,Above,Kevin,5,2,4,0,4,,,,,,0,0,176
368,215Female,,59Female2019,59,215,1,2019,Female,2Incubating,20,580,7/11/2019,Quad,Above,Erik,7,2,4,0,4,,193,,7/12/2019,2,0,0,192
369,215Male,,59Male2019,59,215,1,2019,Male,2Incubating,20,580,7/11/2019,Quad,Above,Erik,7,2,4,0,4,,193,,7/12/2019,2,0,0,192
359,223Female,,67Female2019,67,223,1,2019,Female,2Incubating,20,580,7/8/2019,Quad,Below,Erik,4,2,4,0,4,,,,,,0,0,189
1,03M,03M,03MMale2018,74,74,0,2018,Male,1Laying,20,580,6/9/2018,Snowmobile,Below,Kevin,3,2,3,0,4,156,,6/5/2018,,,0,0,160
203,19K,19K,19KFemale2018,75,75,0,2018,Female,3Provisioning,20,580,8/3/2018,Quad,Above,Erik,3,2,0,1,4,157,193,6/6/2018,7/12/2018,2,1,1,215
306,38A,38A,38AMale2019,77,233,1,2019,Male,1Laying,20,580,6/18/2019,Quad,Above,Nick,10,2,1,0,2,168,,6/17/2019,,0,0,0,169
4,47E,47E,47EFemale2018,78,78,0,2018,Female,1Laying,20,580,6/9/2018,Snowmobile,Below,Kevin,1,2,1,0,3,160,199,6/9/2018,7/18/2018,2,1,2,160
201,47E,47E,47EFemale2018,78,78,0,2018,Female,3Provisioning,20,580,8/5/2018,Quad,Above,Erik,3,1,0,2,3,160,199,6/9/2018,7/18/2018,2,1,2,217
3,78Male,,78Male2018,78,78,0,2018,Male,1Laying,20,580,6/9/2018,Snowmobile,Below,Alexandre,1,2,1,0,3,160,199,6/9/2018,7/18/2018,2,1,2,160
308,236Female,,80Female2019,80,236,1,2019,Female,2Incubating,20,580,6/18/2019,Snowmobile,Above,Rebekah,5,1,4,0,4,,,,,0,0,0,169
311,241Male,,85Male2019,85,241,1,2019,Male,1Laying,20,580,6/18/2019,Quad,Above,Kevin,2,2,2,0,2,,,,,0,0,0,169
249,97Female,,97Female2018,97,97,0,2018,Female,3Provisioning,20,580,8/6/2018,Boat,Below,Erik,2,1,0,2,4,161,196,6/10/2018,7/15/2018,3,1,2,218
163,98Female,,98Female2018,98,98,0,2018,Female,2Incubating,20,580,7/20/2018,Quad,Above,Erik,3,2,3,0,3,,,,,,0,0,201
442,304Female,,151Female2019,151,304,1,2019,Female,3Provisioning,20,580,7/29/2019,Quad,Below,Erik,4,2,0,3,3,166,200,6/15/2019,7/19/2018,3,1,2,210
366,75B,75B,75BFemale2019,162,319,1,2019,Female,2Incubating,20,580,7/11/2019,Quad,Above,Erik,6,2,3,0,3,,,,,0,0,0,192
367,319Male,,162Male2019,162,319,1,2019,Male,2Incubating,20,580,7/11/2019,Quad,Above,Erik,6,2,3,0,3,,,,,0,0,0,192
255,157Female,,1Female2019,1,157,1,2019,Female,1Laying,21,579,6/15/2019,Quad,Above,Erik,2,2,3,0,3,162,198,6/11/2019,7/17/2019,1,0,0,166
265,55K,55K,55KFemale2019,28,184,1,2019,Female,1Laying,22,578,6/11/2019,Snowmobile,Below,Erik,-99,2,0,0,4,,,,,0,0,0,162
284,201Female,,45Female2019,45,201,1,2019,Female,1Laying,22,578,6/12/2019,Snowmobile,Below,Erik,1,1,2,0,3,162,200,6/11/2019,7/19/2019,1,1,1,163
139,55K,55K,55KFemale2018,29,29,0,2018,Female,3Provisioning,23,577,7/17/2018,Boat,Below,Erik,1,1,0,1,4,158,194,6/7/2018,7/13/2018,4,0,0,198
16,12Female,,12Female2018,12,12,0,2018,Female,1Laying,25,575,6/11/2018,Snowmobile,Below,Kevin,12,2,1,0,2,162,,6/11/2018,,,0,0,162
17,12Male,,12Male2018,12,12,0,2018,Male,1Laying,25,575,6/11/2018,Snowmobile,Below,Silu,12,2,1,0,2,162,,6/11/2018,,,0,0,162
137,23Male,,23Male2018,23,23,0,2018,Male,3Provisioning,25,575,7/17/2018,Boat,Above,Erik,10,2,1,2,3,159,195,6/8/2018,7/14/2018,2,1,1,198
274,193Male,,37Male2019,37,193,1,2019,Male,2Incubating,25,575,6/18/2019,Quad,Above,Nick,3,2,4,0,4,,201,,7/20/2019,4,0,0,169
357,193Male,,37Male2019,37,193,1,2019,Male,2Incubating,25,575,7/8/2019,Quad,Side,Erik,2,More than 2,4,0,4,,201,,7/20/2019,4,0,0,189
213,47Female,,47Female2018,47,47,0,2018,Female,3Provisioning,25,575,7/31/2018,Quad,Above,Erik,3,1,0,3,3,,203,,7/22/2018,3,0,0,212
209,45K,45K,45KFemale2018,57,57,0,2018,Female,3Provisioning,25,575,8/1/2018,Quad,Above,Erik,5,2,0,2,3,162,198,6/11/2018,7/17/2018,2,1,2,213
183,57Male,,57Male2018,57,57,0,2018,Male,3Provisioning,25,575,7/25/2018,Quad,Above,Erik,1,2,0,2,3,162,198,6/11/2018,7/17/2018,2,1,2,206
208,57Male,,57Male2018,57,57,0,2018,Male,3Provisioning,25,575,8/1/2018,Quad,Above,Erik,5,2,0,2,3,162,198,6/11/2018,7/17/2018,2,1,2,213
156,89C,89C,89CFemale2018,58,58,0,2018,Female,2Incubating,25,575,7/20/2018,Quad,Below,Erik,6,2,3,0,3,163,,6/12/2018,,,0,0,201
118,47E,47E,47EFemale2018,78,78,0,2018,Female,2Incubating,25,575,7/14/2018,Quad,Side,Matthew,3,1,3,0,3,160,199,6/9/2018,7/18/2018,2,1,2,195
380,32K,32K,32KFemale2019,105,261,1,2019,Female,3Provisioning,25,575,7/16/2019,Quad,Above,Rebekah,2,2,1,3,4,159,195,6/8/2019,7/14/2019,3,0,0,197
448,32K,32K,32KFemale2019,105,261,1,2019,Female,3Provisioning,25,575,8/1/2019,Boat,Below,Rebekah,4,1,0,2,4,159,195,6/8/2019,7/14/2019,3,0,0,213
12,87K,87K,87KFemale2018,147,145,0,2018,Female,1Laying,25,575,6/10/2018,Snowmobile,Above,Kevin,3,1,1,0,4,161,196,6/10/2018,7/15/2018,2,0,0,161
462,304Female,,151Female2019,151,304,1,2019,Female,3Provisioning,25,575,8/14/2019,Boat,Below,Nick,1,2,0,2,3,166,200,6/15/2019,7/19/2018,3,1,2,226
48,4Female,,4Female2018,4,4,0,2018,Female,1Laying,30,570,6/15/2018,Quad,Below,Alexandre,1,2,1,0,1,165,,6/14/2018,,0,0,0,166
27,23Female,,23Female2018,23,23,0,2018,Female,1Laying,30,570,6/12/2018,Snowmobile,Below,Alexandre,10,2,3,0,3,159,195,6/8/2018,7/14/2018,2,1,1,163
244,23Male,,23Male2018,23,23,0,2018,Male,3Provisioning,30,570,8/7/2018,Boat,Above,Erik,2,2,0,1,3,159,195,6/8/2018,7/14/2018,2,1,1,219
35,55K,55K,55KFemale2018,29,29,0,2018,Female,1Laying,30,570,6/12/2018,Snowmobile,Below,Silu,1,2,3,0,4,158,194,6/7/2018,7/13/2018,4,0,0,163
275,88C,88C,88CFemale2019,37,193,1,2019,Female,2Incubating,30,570,6/18/2019,Quad,Above,Silu,3,2,4,0,4,,201,,7/20/2019,4,0,0,169
277,193Male,,37Male2019,37,193,1,2019,Male,2Incubating,30,570,6/22/2019,Quad,Above,Rebekah,3,2,4,0,4,,201,,7/20/2019,4,0,0,173
20,40Male,,40Male2018,40,40,0,2018,Male,1Laying,30,570,6/11/2018,Snowmobile,Below,Silu,5,2,1,0,4,161,200,6/10/2019,7/19/2018,3,1,1,162
45,91C,91C,91CFemale2018,40,40,0,2018,Female,1Laying,30,570,6/14/2018,Snowmobile,Below,Silu,5,2,2,0,4,161,200,6/10/2019,7/19/2018,3,1,1,165
282,91C,91C,91CFemale2019,40,196,1,2019,Female,1Laying,30,570,6/20/2019,Snowmobile,Below,Nick,5,2,3,0,4,167,204,6/16/2019,7/23/2019,3,0,0,171
81,57Male,,57Male2018,57,57,0,2018,Male,2Incubating,30,570,6/28/2018,Quad,Above,Silu,3,2,3,0,3,162,198,6/11/2018,7/17/2018,2,1,2,179
50,58Male,,58Male2018,58,58,0,2018,Male,1Laying,30,570,6/15/2018,Quad,Below,Alexandre,20,2,2,0,3,163,,6/12/2018,,,0,0,166
188,89C,89C,89CFemale2018,58,58,0,2018,Female,2Incubating,30,570,7/26/2018,Quad,Below,Erik,3,1,3,0,3,163,,6/12/2018,,,0,0,207
404,214Male,,58Male2019,58,214,1,2019,Male,3Provisioning,30,570,7/19/2019,Quad,Above,Nick,2,2,2,2,4,,199,,7/18/2019,2,0,0,200
337,215Female,,59Female2019,59,215,1,2019,Female,2Incubating,30,570,6/28/2019,Quad,Above,Nick,2,More than 2,4,0,4,,193,,7/12/2019,2,0,0,179
52,38A,38A,38AMale2018,77,77,0,2018,Male,1Laying,30,570,6/17/2018,Quad,Above,Alexandre,1,2,2,0,3,166,198,6/15/2018,7/17/2018,3,1,1,168
317,90C,90C,90CFemale2019,97,253,1,2019,Female,2Incubating,30,570,6/17/2019,Snowmobile,Below,Silu,3,2,4,0,4,,,,,0,0,0,168
98,119Male,,119Male2018,119,119,0,2018,Male,2Incubating,30,570,7/5/2018,Quad,Above,Erik,3,2,3,0,3,162,,6/11/2018,,,0,0,186
339,319Male,,162Male2019,162,319,1,2019,Male,1Laying,30,570,6/28/2019,Quad,Below,Rebekah,10,2,3,0,3,,,,,0,0,0,179
415,186Female,,30Female2019,30,186,1,2019,Female,3Provisioning,35,565,7/25/2019,Boat,Below,Nick,2,1,0,2,4,,197,,7/16/2019,2,0,0,206
271,45K,45K,45KFemale2019,33,189,1,2019,Female,1Laying,35,565,6/15/2019,Quad,Above,Erik,-99,2,0,0,4,,,,,0,0,0,166
14,155Male,,45Male2018,45,155,0,2018,Male,1Laying,35,565,6/11/2018,Snowmobile,Below,Kevin,4,2,1,0,3,162,200,6/11/2018,7/19/2018,3,1,3,162
389,201Female,,45Female2019,45,201,1,2019,Female,2Incubating,35,565,7/17/2019,Boat,Above,Nick,2,2,3,0,3,162,200,6/11/2019,7/19/2019,1,1,1,198
292,217Female,,61Female2019,61,217,1,2019,Female,1Laying,35,565,6/19/2019,Quad,Below,Nick,5,2,3,0,3,,199,,7/18/2019,3,0,0,170
105,78Male,,78Male2018,78,78,0,2018,Male,2Incubating,35,565,7/8/2018,Quad,Side,Matthew,5,2,3,0,3,160,199,6/9/2018,7/18/2018,2,1,2,189
361,49H,49H,49HMale2019,95,251,1,2019,Male,2Incubating,35,565,7/8/2019,Quad,Side,Rebekah,2,2,3,0,3,,200,,7/19/2019,3,0,0,189
7,93E,93E,93EFemale2018,22,22,0,2018,Female,1Laying,40,560,6/8/2018,Snowmobile,Below,Ashton,3,2,1,0,3,158,193,6/7/2018,7/12/2018,3,1,3,159
279,24K,24K,24KFemale2019,39,195,1,2019,Female,1Laying,40,560,6/12/2019,Snowmobile,Below,Erik,3,2,3,0,4,160,196,6/9/2019,7/15/2019,4,1,1,163
149,53Female,,53Female2018,53,53,0,2018,Female,3Provisioning,40,560,7/19/2018,Boat,Below,Silu,2,2,0,3,3,162,199,6/11/2018,7/18/2018,3,0,0,200
293,217Male,,61Male2019,61,217,1,2019,Male,1Laying,40,560,6/19/2019,Quad,Below,Nick,5,2,3,0,3,,199,,7/18/2019,3,0,0,170
2,83K,83K,83KFemale2018,74,74,0,2018,Female,2Incubating,40,560,6/9/2018,Snowmobile,Below,Ashton,3,2,3,0,4,156,,6/5/2018,,,0,0,160
38,83K,83K,83KFemale2018,74,74,0,2018,Female,1Laying,40,560,6/13/2018,Snowmobile,Above,Kevin,5,1,4,0,4,156,,6/5/2018,,,0,0,164
74,119Female,,119Female2018,119,119,0,2018,Female,2Incubating,40,560,6/26/2018,Quad,Above,Kevin,5,2,3,0,3,162,,6/11/2018,,,0,0,177
386,168Female,,12Female2019,12,168,1,2019,Female,3Provisioning,45,555,7/17/2019,Boat,Above,Nick,2,2,0,4,4,159,195,6/8/2019,7/14/2019,4,1,1,198
385,193Male,,37Male2019,37,193,1,2019,Male,2Incubating,45,555,7/15/2019,Quad,Above,Nick,2,2,4,0,4,,201,,7/20/2019,4,0,0,196
288,89E,89E,89EMale2019,52,208,1,2019,Male,1Laying,45,555,6/19/2019,Snowmobile,Side,Kevin,10,2,4,0,4,,198,,7/17/2019,3,0,0,170
267,55K,55K,55KFemale2019,28,184,1,2019,Female,2Incubating,50,550,6/18/2019,Snowmobile,Above,Erik,5,2,4,0,4,,,,,0,0,0,169
40,30Male,,30Male2018,30,30,0,2018,Male,1Laying,50,550,6/13/2018,Snowmobile,Below,Kevin,1,2,2,0,3,162,198,6/11/2018,7/17/2018,3,0,0,164
269,186Female,,30Female2019,30,186,1,2019,Female,2Incubating,50,550,6/19/2019,Snowmobile,Below,Kevin,10,1,4,0,4,,197,,7/16/2019,2,0,0,170
393,24K,24K,24KFemale2019,39,195,1,2019,Female,3Provisioning,50,550,7/17/2019,Boat,Below,Nick,2,2,0,4,4,160,196,6/9/2019,7/15/2019,4,1,1,198
469,24K,24K,24KFemale2019,39,195,1,2019,Female,3Provisioning,50,550,8/9/2019,Boat,Above,Nick,2,2,0,1,4,160,196,6/9/2019,7/15/2019,4,1,1,221
283,196Male,,40Male2019,40,196,1,2019,Male,1Laying,50,550,6/20/2019,Snowmobile,Below,Nick,5,2,3,0,4,167,204,6/16/2019,7/23/2019,3,0,0,171
10,87C,87C,87CFemale2018,59,59,0,2018,Female,1Laying,50,550,6/10/2018,Snowmobile,Below,Ashton,20,2,1,0,4,,,,,,0,0,161
295,219Female,,63Female2019,63,219,1,2019,Female,2Incubating,50,550,6/18/2019,Quad,Below,Nick,5,2,1,0,1,169,,6/18/2019,,0,0,0,169
294,219Male,,63Male2019,63,219,1,2019,Male,1Laying,50,550,6/18/2019,Quad,Below,Kevin,5,2,1,0,1,169,,6/18/2019,,0,0,0,169
55,78Male,,78Male2018,78,78,0,2018,Male,2Incubating,50,550,6/18/2018,Quad,Above,Kevin,2,2,3,0,3,160,199,6/9/2018,7/18/2018,2,1,2,169
382,47E,47E,47EFemale2019,78,234,1,2019,Female,2Incubating,50,550,7/15/2019,Quad,Above,Nick,2,2,3,0,3,,,,,0,0,0,196
187,1Male,,1Male2018,1,1,0,2018,Male,3Provisioning,51,549,7/26/2018,Quad,Above,Silu,2,2,0,2,2,160,199,6/9/2018,7/18/2018,2,1,2,207
280,24K,24K,24KFemale2019,39,195,1,2019,Female,2Incubating,60,540,6/20/2019,Snowmobile,Below,Nick,5,2,4,0,4,160,196,6/9/2019,7/15/2019,4,1,1,171
291,89C,89C,89CFemale2019,58,214,1,2019,Female,2Incubating,60,540,6/21/2019,Quad,Below,Nick,2,1,4,0,4,,199,,7/18/2019,2,0,0,172
298,87K,87K,87KFemale2019,71,227,1,2019,Female,1Laying,60,540,6/21/2019,Quad,Above,Nick,2,2,3,0,3,,,,,0,0,0,172
387,168Male,,12Male2019,12,168,1,2019,Male,3Provisioning,70,530,7/17/2019,Boat,Above,Nick,2,2,0,4,4,159,195,6/8/2019,7/14/2019,4,1,1,198
261,175Male,,19Male2019,19,175,1,2019,Male,1Laying,70,530,6/18/2019,Snowmobile,Below,Erik,2,2,3,0,3,,,,,0,0,0,169
342,231Female,,75Female2019,75,231,1,2019,Female,2Incubating,70,530,7/4/2019,Quad,Below,Rebekah,2,2,4,0,4,,196,,7/15/2019,4,0,0,185
313,244Female,,88Female2019,88,244,1,2019,Female,2Incubating,70,530,6/19/2019,Quad,Above,Nick,2,2,4,0,4,,,,,,0,0,170
315,251Female,,95Female2019,95,251,1,2019,Female,1Laying,70,530,6/22/2019,Quad,Above,Nick,2,2,3,0,3,,200,,7/19/2019,3,0,0,173
258,168Male,,12Male2019,12,168,1,2019,Male,2Incubating,75,525,6/20/2019,Snowmobile,Below,Nick,5,2,4,0,4,159,195,6/8/2019,7/14/2019,4,1,1,171
296,223Female,,67Female2019,67,223,1,2019,Female,2Incubating,75,525,6/22/2019,Quad,Below,Nick,3,2,4,0,4,,,,,,0,0,173
423,47E,47E,47EFemale2019,78,234,1,2019,Female,2Incubating,75,525,7/24/2019,Quad,Above,Nick,2,1,2,0,3,,,,,0,0,0,205
349,244Female,,88Female2019,88,244,1,2019,Female,2Incubating,75,525,7/5/2019,Quad,Below,Nick,2,2,3,0,4,,,,,,0,0,186
398,304Female,,151Female2019,151,304,1,2019,Female,2Incubating,75,525,7/18/2019,Boat,Below,Nick,2,2,3,0,3,166,200,6/15/2019,7/19/2018,3,1,2,199
336,215Male,,59Male2019,59,215,1,2019,Male,2Incubating,80,520,6/28/2019,Quad,Above,Rebekah,2,More than 2,4,0,4,,193,,7/12/2019,2,0,0,179
331,228Female,,72Female2019,72,228,1,2019,Female,1Laying,80,520,6/26/2019,Snowmobile,Above,Nick,3,2,3,0,3,,,,,0,0,0,177
424,254Female,,98Female2019,98,254,1,2019,Female,3Provisioning,80,520,7/22/2019,Quad,Side,Nick,2,2,0,1,4,,201,,7/20/2019,1,0,0,203
340,318Female,,161Female2019,161,318,1,2019,Female,1Laying,80,520,6/26/2019,Snowmobile,Below,Rebekah,2,2,3,0,3,,,,,,0,0,177
334,160Male,,4Male2019,4,160,1,2019,Male,2Incubating,100,500,6/28/2019,Quad,Above,Nick,1,2,4,0,4,161,198,6/10/2018,7/17/2019,4,0,0,179
401,215Male,,59Male2019,59,215,1,2019,Male,3Provisioning,100,500,7/19/2019,Quad,Above,Nick,2,2,1,2,4,,193,,7/12/2019,2,0,0,200
237,47E,47E,47EFemale2018,78,78,0,2018,Female,3Provisioning,100,500,8/9/2018,Quad,Above,Erik,5,1,0,2,3,160,199,6/9/2018,7/18/2018,2,1,2,221
332,157Female,,1Female2019,1,157,1,2019,Female,1Laying,120,480,6/28/2019,Quad,Above,Nick,2,2,3,0,3,162,198,6/11/2019,7/17/2019,1,0,0,179
338,75B,75B,75BFemale2019,162,319,1,2019,Female,1Laying,120,480,6/28/2019,Quad,Below,Nick,10,2,3,0,3,,,,,0,0,0,179
410,157Female,,1Female2019,1,157,1,2019,Female,3Provisioning,150,450,7/23/2019,Quad,Above,Nick,2,2,1,1,3,162,198,6/11/2019,7/17/2019,1,0,0,204
286,50H,50H,50HMale2019,45,201,1,2019,Male,1Laying,150,450,6/20/2019,Snowmobile,Below,Nick,1,2,3,0,3,162,200,6/11/2019,7/19/2019,1,1,1,171
297,223Male,,67Male2019,67,223,1,2019,Male,2Incubating,150,450,6/22/2019,Quad,Below,Nick,3,2,4,0,4,,,,,,0,0,173
299,227Male,,71Male2019,71,227,1,2019,Male,1Laying,150,450,6/21/2019,Quad,Above,Nick,2,2,3,0,3,,,,,0,0,0,172
381,43H,43H,43HMale2019,105,261,1,2019,Male,3Provisioning,150,450,7/16/2019,Quad,Above,Rebekah,2,2,1,3,4,159,195,6/8/2019,7/14/2019,3,0,0,197
49,4Male,,4Male2018,4,4,0,2018,Male,1Laying,167,433,6/15/2018,Quad,Below,Kevin,1,2,1,0,1,165,,6/14/2018,,0,0,0,166
461,01H,01H,01HMale2019,8,164,1,2019,Male,3Provisioning,200,400,8/14/2019,Boat,Below,Nick,1,2,0,2,3,,197,,7/16/2019,2,1,1,226
388,50H,50H,50HMale2019,45,201,1,2019,Male,2Incubating,200,400,7/17/2019,Boat,Above,Nick,2,2,3,0,3,162,200,6/11/2019,7/19/2019,1,1,1,198
397,89E,89E,89EMale2019,52,208,1,2019,Male,3Provisioning,200,400,7/18/2019,Boat,Below,Nick,2,2,1,3,4,,198,,7/17/2019,3,0,0,199
383,234Male,,78Male2019,78,234,1,2019,Male,2Incubating,200,400,7/15/2019,Quad,Above,Nick,2,2,3,0,3,,,,,0,0,0,196
322,304Female,,151Female2019,151,304,1,2019,Female,1Laying,200,400,6/17/2019,Snowmobile,Below,Erik,3,2,2,0,3,166,200,6/15/2019,7/19/2018,3,1,2,168
56,32K,32K,32KFemale2018,51,51,0,2018,Female,2Incubating,300,300,6/18/2018,Quad,Above,Kevin,2,1,4,0,4,,197,,7/16/2018,3,1,1,169
36,57Male,,57Male2018,57,57,0,2018,Male,1Laying,300,300,6/13/2018,Snowmobile,Above,Kevin,5,2,2,0,3,162,198,6/11/2018,7/17/2018,2,1,2,164
314,49H,49H,49HMale2019,95,251,1,2019,Male,1Laying,300,300,6/22/2019,Quad,Above,Nick,2,2,3,0,3,,200,,7/19/2019,3,0,0,173
304,231Female,,75Female2019,75,231,1,2019,Female,2Incubating,350,250,6/18/2019,Quad,Below,Silu,2,2,4,0,4,,196,,7/15/2019,4,0,0,169
307,85C,85C,85CFemale2019,77,233,1,2019,Female,1Laying,600,0,6/18/2019,Quad,Above,Kevin,10,2,1,0,2,168,,6/17/2019,,0,0,0,169
